"hgnc_symbol","entrezgene_id","go_id","name_1006","namespace_1003"
"ACE",1636,"GO_0060047","heart contraction","biological_process"
"ACE",1636,"GO_0010814","substance P catabolic process","biological_process"
"ACE",1636,"GO_0010815","bradykinin catabolic process","biological_process"
"ACE",1636,"GO_0042447","hormone catabolic process","biological_process"
"ACE",1636,"GO_0001666","response to hypoxia","biological_process"
"ACE",1636,"GO_0002474","antigen processing and presentation of peptide antigen via MHC class I","biological_process"
"ACE",1636,"GO_0003081","regulation of systemic arterial blood pressure by renin-angiotensin","biological_process"
"ACE",1636,"GO_0003084","positive regulation of systemic arterial blood pressure","biological_process"
"ACE",1636,"GO_0006518","peptide metabolic process","biological_process"
"ACE",1636,"GO_0007283","spermatogenesis","biological_process"
"ACE",1636,"GO_0007420","brain development","biological_process"
"ACE",1636,"GO_0007565","female pregnancy","biological_process"
"ACE",1636,"GO_0007568","aging","biological_process"
"ACE",1636,"GO_0008584","male gonad development","biological_process"
"ACE",1636,"GO_0009410","response to xenobiotic stimulus","biological_process"
"ACE",1636,"GO_0009792","embryo development ending in birth or egg hatching","biological_process"
"ACE",1636,"GO_0010608","post-transcriptional regulation of gene expression","biological_process"
"ACE",1636,"GO_0010629","negative regulation of gene expression","biological_process"
"ACE",1636,"GO_0019233","sensory perception of pain","biological_process"
"ACE",1636,"GO_0030324","lung development","biological_process"
"ACE",1636,"GO_0031100","animal organ regeneration","biological_process"
"ACE",1636,"GO_0031667","response to nutrient levels","biological_process"
"ACE",1636,"GO_0032091","negative regulation of protein binding","biological_process"
"ACE",1636,"GO_0032092","positive regulation of protein binding","biological_process"
"ACE",1636,"GO_0032496","response to lipopolysaccharide","biological_process"
"ACE",1636,"GO_0032943","mononuclear cell proliferation","biological_process"
"ACE",1636,"GO_0034616","response to laminar fluid shear stress","biological_process"
"ACE",1636,"GO_0035814","negative regulation of renal sodium excretion","biological_process"
"ACE",1636,"GO_0042310","vasoconstriction","biological_process"
"ACE",1636,"GO_0042755","eating behavior","biological_process"
"ACE",1636,"GO_0043065","positive regulation of apoptotic process","biological_process"
"ACE",1636,"GO_0043171","peptide catabolic process","biological_process"
"ACE",1636,"GO_0045777","positive regulation of blood pressure","biological_process"
"ACE",1636,"GO_0045907","positive regulation of vasoconstriction","biological_process"
"ACE",1636,"GO_0046325","negative regulation of glucose import","biological_process"
"ACE",1636,"GO_0048286","lung alveolus development","biological_process"
"ACE",1636,"GO_0050435","amyloid-beta metabolic process","biological_process"
"ACE",1636,"GO_0050729","positive regulation of inflammatory response","biological_process"
"ACE",1636,"GO_0050769","positive regulation of neurogenesis","biological_process"
"ACE",1636,"GO_0060177","regulation of angiotensin metabolic process","biological_process"
"ACE",1636,"GO_0060218","hematopoietic stem cell differentiation","biological_process"
"ACE",1636,"GO_0060978","angiogenesis involved in coronary vascular morphogenesis","biological_process"
"ACE",1636,"GO_0061098","positive regulation of protein tyrosine kinase activity","biological_process"
"ACE",1636,"GO_0071333","cellular response to glucose stimulus","biological_process"
"ACE",1636,"GO_0071548","response to dexamethasone","biological_process"
"ACE",1636,"GO_0071838","cell proliferation in bone marrow","biological_process"
"ACE",1636,"GO_0090281","negative regulation of calcium ion import","biological_process"
"ACE",1636,"GO_0097066","response to thyroid hormone","biological_process"
"ACE",1636,"GO_0097746","blood vessel diameter maintenance","biological_process"
"ACE",1636,"GO_1902033","regulation of hematopoietic stem cell proliferation","biological_process"
"ACE",1636,"GO_1903597","negative regulation of gap junction assembly","biological_process"
"ACE",1636,"GO_1904045","cellular response to aldosterone","biological_process"
"ADCY1",107,"GO_0035556","intracellular signal transduction","biological_process"
"ADCY1",107,"GO_0009190","cyclic nucleotide biosynthetic process","biological_process"
"ADCY1",107,"GO_0006171","cAMP biosynthetic process","biological_process"
"ADCY1",107,"GO_0048511","rhythmic process","biological_process"
"ADCY1",107,"GO_1900273","positive regulation of long-term synaptic potentiation","biological_process"
"ADCY1",107,"GO_0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","biological_process"
"ADCY1",107,"GO_0019933","cAMP-mediated signaling","biological_process"
"ADCY1",107,"GO_0042752","regulation of circadian rhythm","biological_process"
"ADCY1",107,"GO_1904322","cellular response to forskolin","biological_process"
"ADCY1",107,"GO_0071277","cellular response to calcium ion","biological_process"
"ADCY1",107,"GO_0032793","positive regulation of CREB transcription factor activity","biological_process"
"ADCY1",107,"GO_0150076","neuroinflammatory response","biological_process"
"ADCY1",107,"GO_0007409","axonogenesis","biological_process"
"ADCY1",107,"GO_0007420","brain development","biological_process"
"ADCY1",107,"GO_0007616","long-term memory","biological_process"
"ADCY1",107,"GO_0007623","circadian rhythm","biological_process"
"ADCY1",107,"GO_0009410","response to xenobiotic stimulus","biological_process"
"ADCY1",107,"GO_0010226","response to lithium ion","biological_process"
"ADCY1",107,"GO_0050804","modulation of chemical synaptic transmission","biological_process"
"ADCY1",107,"GO_0099171","presynaptic modulation of chemical synaptic transmission","biological_process"
"AKT1",207,"GO_0006468","protein phosphorylation","biological_process"
"AKT1",207,"GO_0043491","protein kinase B signaling","biological_process"
"AKT1",207,"GO_0010628","positive regulation of gene expression","biological_process"
"AKT1",207,"GO_0016310","phosphorylation","biological_process"
"AKT1",207,"GO_0043066","negative regulation of apoptotic process","biological_process"
"AKT1",207,"GO_0007165","signal transduction","biological_process"
"AKT1",207,"GO_0006915","apoptotic process","biological_process"
"AKT1",207,"GO_0006417","regulation of translation","biological_process"
"AKT1",207,"GO_0030154","cell differentiation","biological_process"
"AKT1",207,"GO_0005975","carbohydrate metabolic process","biological_process"
"AKT1",207,"GO_0005977","glycogen metabolic process","biological_process"
"AKT1",207,"GO_0007399","nervous system development","biological_process"
"AKT1",207,"GO_0018105","peptidyl-serine phosphorylation","biological_process"
"AKT1",207,"GO_0006606","protein import into nucleus","biological_process"
"AKT1",207,"GO_0008643","carbohydrate transport","biological_process"
"AKT1",207,"GO_0006006","glucose metabolic process","biological_process"
"AKT1",207,"GO_0008284","positive regulation of cell population proliferation","biological_process"
"AKT1",207,"GO_0030334","regulation of cell migration","biological_process"
"AKT1",207,"GO_0005978","glycogen biosynthetic process","biological_process"
"AKT1",207,"GO_0046777","protein autophosphorylation","biological_process"
"AKT1",207,"GO_0042981","regulation of apoptotic process","biological_process"
"AKT1",207,"GO_0033138","positive regulation of peptidyl-serine phosphorylation","biological_process"
"AKT1",207,"GO_0071356","cellular response to tumor necrosis factor","biological_process"
"AKT1",207,"GO_0060416","response to growth hormone","biological_process"
"AKT1",207,"GO_1990418","response to insulin-like growth factor stimulus","biological_process"
"AKT1",207,"GO_0035556","intracellular signal transduction","biological_process"
"AKT1",207,"GO_1901796","regulation of signal transduction by p53 class mediator","biological_process"
"AKT1",207,"GO_0007186","G protein-coupled receptor signaling pathway","biological_process"
"AKT1",207,"GO_0045746","negative regulation of Notch signaling pathway","biological_process"
"AKT1",207,"GO_0010595","positive regulation of endothelial cell migration","biological_process"
"AKT1",207,"GO_0014065","phosphatidylinositol 3-kinase signaling","biological_process"
"AKT1",207,"GO_0007173","epidermal growth factor receptor signaling pathway","biological_process"
"AKT1",207,"GO_0008286","insulin receptor signaling pathway","biological_process"
"AKT1",207,"GO_0051091","positive regulation of DNA-binding transcription factor activity","biological_process"
"AKT1",207,"GO_0030307","positive regulation of cell growth","biological_process"
"AKT1",207,"GO_0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","biological_process"
"AKT1",207,"GO_0001934","positive regulation of protein phosphorylation","biological_process"
"AKT1",207,"GO_0006469","negative regulation of protein kinase activity","biological_process"
"AKT1",207,"GO_0051000","positive regulation of nitric-oxide synthase activity","biological_process"
"AKT1",207,"GO_2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","biological_process"
"AKT1",207,"GO_0018107","peptidyl-threonine phosphorylation","biological_process"
"AKT1",207,"GO_0002042","cell migration involved in sprouting angiogenesis","biological_process"
"AKT1",207,"GO_0060644","mammary gland epithelial cell differentiation","biological_process"
"AKT1",207,"GO_0007249","I-kappaB kinase/NF-kappaB signaling","biological_process"
"AKT1",207,"GO_0034614","cellular response to reactive oxygen species","biological_process"
"AKT1",207,"GO_0038061","NIK/NF-kappaB signaling","biological_process"
"AKT1",207,"GO_0045893","positive regulation of DNA-templated transcription","biological_process"
"AKT1",207,"GO_0071276","cellular response to cadmium ion","biological_process"
"AKT1",207,"GO_0051247","positive regulation of protein metabolic process","biological_process"
"AKT1",207,"GO_0032869","cellular response to insulin stimulus","biological_process"
"AKT1",207,"GO_1903078","positive regulation of protein localization to plasma membrane","biological_process"
"AKT1",207,"GO_0008283","cell population proliferation","biological_process"
"AKT1",207,"GO_1901215","negative regulation of neuron death","biological_process"
"AKT1",207,"GO_0045429","positive regulation of nitric oxide biosynthetic process","biological_process"
"AKT1",207,"GO_0001938","positive regulation of endothelial cell proliferation","biological_process"
"AKT1",207,"GO_0090201","negative regulation of release of cytochrome c from mitochondria","biological_process"
"AKT1",207,"GO_0006979","response to oxidative stress","biological_process"
"AKT1",207,"GO_0046889","positive regulation of lipid biosynthetic process","biological_process"
"AKT1",207,"GO_0019221","cytokine-mediated signaling pathway","biological_process"
"AKT1",207,"GO_0045600","positive regulation of fat cell differentiation","biological_process"
"AKT1",207,"GO_0031397","negative regulation of protein ubiquitination","biological_process"
"AKT1",207,"GO_0032091","negative regulation of protein binding","biological_process"
"AKT1",207,"GO_0006809","nitric oxide biosynthetic process","biological_process"
"AKT1",207,"GO_0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process"
"AKT1",207,"GO_0070141","response to UV-A","biological_process"
"AKT1",207,"GO_1900087","positive regulation of G1/S transition of mitotic cell cycle","biological_process"
"AKT1",207,"GO_0045861","negative regulation of proteolysis","biological_process"
"AKT1",207,"GO_1903038","negative regulation of leukocyte cell-cell adhesion","biological_process"
"AKT1",207,"GO_0070848","response to growth factor","biological_process"
"AKT1",207,"GO_0035655","interleukin-18-mediated signaling pathway","biological_process"
"AKT1",207,"GO_0048661","positive regulation of smooth muscle cell proliferation","biological_process"
"AKT1",207,"GO_0045725","positive regulation of glycogen biosynthetic process","biological_process"
"AKT1",207,"GO_0046326","positive regulation of glucose import","biological_process"
"AKT1",207,"GO_1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","biological_process"
"AKT1",207,"GO_0010951","negative regulation of endopeptidase activity","biological_process"
"AKT1",207,"GO_1990090","cellular response to nerve growth factor stimulus","biological_process"
"AKT1",207,"GO_0048009","insulin-like growth factor receptor signaling pathway","biological_process"
"AKT1",207,"GO_0031295","T cell costimulation","biological_process"
"AKT1",207,"GO_0071901","negative regulation of protein serine/threonine kinase activity","biological_process"
"AKT1",207,"GO_1900182","positive regulation of protein localization to nucleus","biological_process"
"AKT1",207,"GO_0010748","negative regulation of long-chain fatty acid import across plasma membrane","biological_process"
"AKT1",207,"GO_0043536","positive regulation of blood vessel endothelial cell migration","biological_process"
"AKT1",207,"GO_0060079","excitatory postsynaptic potential","biological_process"
"AKT1",207,"GO_0043488","regulation of mRNA stability","biological_process"
"AKT1",207,"GO_0072655","establishment of protein localization to mitochondrion","biological_process"
"AKT1",207,"GO_0072656","maintenance of protein location in mitochondrion","biological_process"
"AKT1",207,"GO_0032079","positive regulation of endodeoxyribonuclease activity","biological_process"
"AKT1",207,"GO_0010975","regulation of neuron projection development","biological_process"
"AKT1",207,"GO_0034405","response to fluid shear stress","biological_process"
"AKT1",207,"GO_0006924","activation-induced cell death of T cells","biological_process"
"AKT1",207,"GO_0003376","sphingosine-1-phosphate receptor signaling pathway","biological_process"
"AKT1",207,"GO_0005979","regulation of glycogen biosynthetic process","biological_process"
"AKT1",207,"GO_0009408","response to heat","biological_process"
"AKT1",207,"GO_0010507","negative regulation of autophagy","biological_process"
"AKT1",207,"GO_0010761","fibroblast migration","biological_process"
"AKT1",207,"GO_0010907","positive regulation of glucose metabolic process","biological_process"
"AKT1",207,"GO_0010918","positive regulation of mitochondrial membrane potential","biological_process"
"AKT1",207,"GO_0016242","negative regulation of macroautophagy","biological_process"
"AKT1",207,"GO_0031929","TOR signaling","biological_process"
"AKT1",207,"GO_0031999","negative regulation of fatty acid beta-oxidation","biological_process"
"AKT1",207,"GO_0043276","anoikis","biological_process"
"AKT1",207,"GO_0140052","cellular response to oxidised low-density lipoprotein particle stimulus","biological_process"
"AKT1",207,"GO_1903721","positive regulation of I-kappaB phosphorylation","biological_process"
"AKT1",207,"GO_2000074","regulation of type B pancreatic cell development","biological_process"
"AKT1",207,"GO_2000402","negative regulation of lymphocyte migration","biological_process"
"AKT1",207,"GO_0001649","osteoblast differentiation","biological_process"
"AKT1",207,"GO_0001893","maternal placenta development","biological_process"
"AKT1",207,"GO_0006954","inflammatory response","biological_process"
"AKT1",207,"GO_0007281","germ cell development","biological_process"
"AKT1",207,"GO_0008637","apoptotic mitochondrial changes","biological_process"
"AKT1",207,"GO_0009725","response to hormone","biological_process"
"AKT1",207,"GO_0010033","response to organic substance","biological_process"
"AKT1",207,"GO_0010467","gene expression","biological_process"
"AKT1",207,"GO_0010629","negative regulation of gene expression","biological_process"
"AKT1",207,"GO_0010763","positive regulation of fibroblast migration","biological_process"
"AKT1",207,"GO_0010765","positive regulation of sodium ion transport","biological_process"
"AKT1",207,"GO_0016567","protein ubiquitination","biological_process"
"AKT1",207,"GO_0030163","protein catabolic process","biological_process"
"AKT1",207,"GO_0031641","regulation of myelination","biological_process"
"AKT1",207,"GO_0031663","lipopolysaccharide-mediated signaling pathway","biological_process"
"AKT1",207,"GO_0032094","response to food","biological_process"
"AKT1",207,"GO_0032287","peripheral nervous system myelin maintenance","biological_process"
"AKT1",207,"GO_0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","biological_process"
"AKT1",207,"GO_0032880","regulation of protein localization","biological_process"
"AKT1",207,"GO_0035924","cellular response to vascular endothelial growth factor stimulus","biological_process"
"AKT1",207,"GO_0036294","cellular response to decreased oxygen levels","biological_process"
"AKT1",207,"GO_0042593","glucose homeostasis","biological_process"
"AKT1",207,"GO_0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"AKT1",207,"GO_0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"AKT1",207,"GO_0046622","positive regulation of organ growth","biological_process"
"AKT1",207,"GO_0048266","behavioral response to pain","biological_process"
"AKT1",207,"GO_0051146","striated muscle cell differentiation","biological_process"
"AKT1",207,"GO_0060709","glycogen cell differentiation involved in embryonic placenta development","biological_process"
"AKT1",207,"GO_0060716","labyrinthine layer blood vessel development","biological_process"
"AKT1",207,"GO_0071363","cellular response to growth factor stimulus","biological_process"
"AKT1",207,"GO_0071364","cellular response to epidermal growth factor stimulus","biological_process"
"AKT1",207,"GO_0071380","cellular response to prostaglandin E stimulus","biological_process"
"AKT1",207,"GO_0097011","cellular response to granulocyte macrophage colony-stimulating factor stimulus","biological_process"
"AKT1",207,"GO_0097194","execution phase of apoptosis","biological_process"
"AKT1",207,"GO_0099175","regulation of postsynapse organization","biological_process"
"AKT1",207,"GO_1901653","cellular response to peptide","biological_process"
"AKT1",207,"GO_2000010","positive regulation of protein localization to cell surface","biological_process"
"AKT1",207,"GO_2001243","negative regulation of intrinsic apoptotic signaling pathway","biological_process"
"AKT2",208,"GO_0006468","protein phosphorylation","biological_process"
"AKT2",208,"GO_0016310","phosphorylation","biological_process"
"AKT2",208,"GO_0043066","negative regulation of apoptotic process","biological_process"
"AKT2",208,"GO_0007165","signal transduction","biological_process"
"AKT2",208,"GO_0006915","apoptotic process","biological_process"
"AKT2",208,"GO_0006417","regulation of translation","biological_process"
"AKT2",208,"GO_0005975","carbohydrate metabolic process","biological_process"
"AKT2",208,"GO_0005977","glycogen metabolic process","biological_process"
"AKT2",208,"GO_0001934","positive regulation of protein phosphorylation","biological_process"
"AKT2",208,"GO_0008643","carbohydrate transport","biological_process"
"AKT2",208,"GO_0006006","glucose metabolic process","biological_process"
"AKT2",208,"GO_0051726","regulation of cell cycle","biological_process"
"AKT2",208,"GO_0008284","positive regulation of cell population proliferation","biological_process"
"AKT2",208,"GO_0030334","regulation of cell migration","biological_process"
"AKT2",208,"GO_0005978","glycogen biosynthetic process","biological_process"
"AKT2",208,"GO_0090314","positive regulation of protein targeting to membrane","biological_process"
"AKT2",208,"GO_0045444","fat cell differentiation","biological_process"
"AKT2",208,"GO_0018105","peptidyl-serine phosphorylation","biological_process"
"AKT2",208,"GO_0035556","intracellular signal transduction","biological_process"
"AKT2",208,"GO_0030335","positive regulation of cell migration","biological_process"
"AKT2",208,"GO_0036211","protein modification process","biological_process"
"AKT2",208,"GO_0008286","insulin receptor signaling pathway","biological_process"
"AKT2",208,"GO_2000147","positive regulation of cell motility","biological_process"
"AKT2",208,"GO_0060644","mammary gland epithelial cell differentiation","biological_process"
"AKT2",208,"GO_0032869","cellular response to insulin stimulus","biological_process"
"AKT2",208,"GO_0065002","intracellular protein transmembrane transport","biological_process"
"AKT2",208,"GO_0045725","positive regulation of glycogen biosynthetic process","biological_process"
"AKT2",208,"GO_0046326","positive regulation of glucose import","biological_process"
"AKT2",208,"GO_0031340","positive regulation of vesicle fusion","biological_process"
"AKT2",208,"GO_0010748","negative regulation of long-chain fatty acid import across plasma membrane","biological_process"
"AKT2",208,"GO_0010907","positive regulation of glucose metabolic process","biological_process"
"AKT2",208,"GO_0010918","positive regulation of mitochondrial membrane potential","biological_process"
"AKT2",208,"GO_0032000","positive regulation of fatty acid beta-oxidation","biological_process"
"AKT2",208,"GO_0032287","peripheral nervous system myelin maintenance","biological_process"
"AKT2",208,"GO_0071486","cellular response to high light intensity","biological_process"
"AKT2",208,"GO_0072659","protein localization to plasma membrane","biological_process"
"AKT2",208,"GO_0090630","activation of GTPase activity","biological_process"
"AKT2",208,"GO_0097473","retinal rod cell apoptotic process","biological_process"
"AKT2",208,"GO_0043491","protein kinase B signaling","biological_process"
"AKT3",10000,"GO_0006468","protein phosphorylation","biological_process"
"AKT3",10000,"GO_0035556","intracellular signal transduction","biological_process"
"AKT3",10000,"GO_2000773","negative regulation of cellular senescence","biological_process"
"AKT3",10000,"GO_0016310","phosphorylation","biological_process"
"AKT3",10000,"GO_0007165","signal transduction","biological_process"
"AKT3",10000,"GO_0018105","peptidyl-serine phosphorylation","biological_process"
"AKT3",10000,"GO_0001938","positive regulation of endothelial cell proliferation","biological_process"
"AKT3",10000,"GO_0090050","positive regulation of cell migration involved in sprouting angiogenesis","biological_process"
"AKT3",10000,"GO_0043536","positive regulation of blood vessel endothelial cell migration","biological_process"
"AKT3",10000,"GO_1905564","positive regulation of vascular endothelial cell proliferation","biological_process"
"AKT3",10000,"GO_0000002","mitochondrial genome maintenance","biological_process"
"AKT3",10000,"GO_0032008","positive regulation of TOR signaling","biological_process"
"AKT3",10000,"GO_0045766","positive regulation of angiogenesis","biological_process"
"AKT3",10000,"GO_0045793","positive regulation of cell size","biological_process"
"AKT3",10000,"GO_0048854","brain morphogenesis","biological_process"
"AKT3",10000,"GO_0048873","homeostasis of number of cells within a tissue","biological_process"
"AKT3",10000,"GO_1905653","positive regulation of artery morphogenesis","biological_process"
"ALB",213,"GO_0043066","negative regulation of apoptotic process","biological_process"
"ALB",213,"GO_0098869","cellular oxidant detoxification","biological_process"
"ALB",213,"GO_0001895","retina homeostasis","biological_process"
"ALB",213,"GO_0009267","cellular response to starvation","biological_process"
"ALB",213,"GO_0043069","negative regulation of programmed cell death","biological_process"
"ALB",213,"GO_0051659","maintenance of mitochondrion location","biological_process"
"BDKRB2",624,"GO_0007186","G protein-coupled receptor signaling pathway","biological_process"
"BDKRB2",624,"GO_0006939","smooth muscle contraction","biological_process"
"BDKRB2",624,"GO_0042310","vasoconstriction","biological_process"
"BDKRB2",624,"GO_0007165","signal transduction","biological_process"
"BDKRB2",624,"GO_0007166","cell surface receptor signaling pathway","biological_process"
"BDKRB2",624,"GO_0007169","transmembrane receptor protein tyrosine kinase signaling pathway","biological_process"
"BDKRB2",624,"GO_0006954","inflammatory response","biological_process"
"BDKRB2",624,"GO_0007204","positive regulation of cytosolic calcium ion concentration","biological_process"
"BDKRB2",624,"GO_0008015","blood circulation","biological_process"
"BDKRB2",624,"GO_0019229","regulation of vasoconstriction","biological_process"
"BDKRB2",624,"GO_0050482","arachidonic acid secretion","biological_process"
"BDKRB2",624,"GO_0043114","regulation of vascular permeability","biological_process"
"BDKRB2",624,"GO_0009651","response to salt stress","biological_process"
"BDKRB2",624,"GO_0033137","negative regulation of peptidyl-serine phosphorylation","biological_process"
"BDKRB2",624,"GO_0042311","vasodilation","biological_process"
"BDKRB2",624,"GO_1902219","negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress","biological_process"
"BDKRB2",624,"GO_1902239","negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator","biological_process"
"BDKRB2",624,"GO_1990127","intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator","biological_process"
"C1QA",712,"GO_0006958","complement activation, classical pathway","biological_process"
"C1QA",712,"GO_0002376","immune system process","biological_process"
"C1QA",712,"GO_0045087","innate immune response","biological_process"
"C1QA",712,"GO_0001774","microglial cell activation","biological_process"
"C1QA",712,"GO_0007568","aging","biological_process"
"C1QA",712,"GO_0016322","neuron remodeling","biological_process"
"C1QA",712,"GO_0048143","astrocyte activation","biological_process"
"C1QA",712,"GO_0050808","synapse organization","biological_process"
"C1QA",712,"GO_0098883","synapse pruning","biological_process"
"C1QA",712,"GO_0150062","complement-mediated synapse pruning","biological_process"
"C1QA",712,"GO_0150064","vertebrate eye-specific patterning","biological_process"
"C1QA",712,"GO_1901216","positive regulation of neuron death","biological_process"
"C1QA",712,"GO_0007267","cell-cell signaling","biological_process"
"C1QA",712,"GO_0006956","complement activation","biological_process"
"C1QB",713,"GO_0006958","complement activation, classical pathway","biological_process"
"C1QB",713,"GO_0048839","inner ear development","biological_process"
"C1QB",713,"GO_0098883","synapse pruning","biological_process"
"C1QC",714,"GO_0002376","immune system process","biological_process"
"C1QC",714,"GO_0045087","innate immune response","biological_process"
"C1QC",714,"GO_0006955","immune response","biological_process"
"C1QC",714,"GO_0098883","synapse pruning","biological_process"
"C1QC",714,"GO_0006958","complement activation, classical pathway","biological_process"
"C1QC",714,"GO_0030853","negative regulation of granulocyte differentiation","biological_process"
"C1QC",714,"GO_0045650","negative regulation of macrophage differentiation","biological_process"
"C3",718,"GO_0006954","inflammatory response","biological_process"
"C3",718,"GO_0006956","complement activation","biological_process"
"C3",718,"GO_0006629","lipid metabolic process","biological_process"
"C3",718,"GO_0048584","positive regulation of response to stimulus","biological_process"
"C3",718,"GO_0006631","fatty acid metabolic process","biological_process"
"C3",718,"GO_0001934","positive regulation of protein phosphorylation","biological_process"
"C3",718,"GO_0002376","immune system process","biological_process"
"C3",718,"GO_0045087","innate immune response","biological_process"
"C3",718,"GO_0006955","immune response","biological_process"
"C3",718,"GO_0006957","complement activation, alternative pathway","biological_process"
"C3",718,"GO_0006958","complement activation, classical pathway","biological_process"
"C3",718,"GO_0007186","G protein-coupled receptor signaling pathway","biological_process"
"C3",718,"GO_0007165","signal transduction","biological_process"
"C3",718,"GO_0001798","positive regulation of type IIa hypersensitivity","biological_process"
"C3",718,"GO_0001970","positive regulation of activation of membrane attack complex","biological_process"
"C3",718,"GO_0009617","response to bacterium","biological_process"
"C3",718,"GO_0010575","positive regulation of vascular endothelial growth factor production","biological_process"
"C3",718,"GO_0010828","positive regulation of glucose transmembrane transport","biological_process"
"C3",718,"GO_0010866","regulation of triglyceride biosynthetic process","biological_process"
"C3",718,"GO_0010884","positive regulation of lipid storage","biological_process"
"C3",718,"GO_0016322","neuron remodeling","biological_process"
"C3",718,"GO_0035846","oviduct epithelium development","biological_process"
"C3",718,"GO_0045745","positive regulation of G protein-coupled receptor signaling pathway","biological_process"
"C3",718,"GO_0045766","positive regulation of angiogenesis","biological_process"
"C3",718,"GO_0048260","positive regulation of receptor-mediated endocytosis","biological_process"
"C3",718,"GO_0050766","positive regulation of phagocytosis","biological_process"
"C3",718,"GO_0060100","positive regulation of phagocytosis, engulfment","biological_process"
"C3",718,"GO_0097242","amyloid-beta clearance","biological_process"
"C3",718,"GO_0097278","complement-dependent cytotoxicity","biological_process"
"C3",718,"GO_0150062","complement-mediated synapse pruning","biological_process"
"C3",718,"GO_0150064","vertebrate eye-specific patterning","biological_process"
"C3",718,"GO_1905114","cell surface receptor signaling pathway involved in cell-cell signaling","biological_process"
"C3",718,"GO_2000427","positive regulation of apoptotic cell clearance","biological_process"
