"hgnc_symbol","entrezgene_id","go_id","name_1006","namespace_1003"
"ACE",1636,"GO_0003779","actin binding","molecular_function"
"ACE",1636,"GO_0016787","hydrolase activity","molecular_function"
"ACE",1636,"GO_0008233","peptidase activity","molecular_function"
"ACE",1636,"GO_0004180","carboxypeptidase activity","molecular_function"
"ACE",1636,"GO_0004222","metalloendopeptidase activity","molecular_function"
"ACE",1636,"GO_0005515","protein binding","molecular_function"
"ACE",1636,"GO_0005516","calmodulin binding","molecular_function"
"ACE",1636,"GO_0004175","endopeptidase activity","molecular_function"
"ACE",1636,"GO_0008270","zinc ion binding","molecular_function"
"ACE",1636,"GO_0051019","mitogen-activated protein kinase binding","molecular_function"
"ACE",1636,"GO_0031404","chloride ion binding","molecular_function"
"ACE",1636,"GO_0008238","exopeptidase activity","molecular_function"
"ACE",1636,"GO_0008240","tripeptidyl-peptidase activity","molecular_function"
"ACE",1636,"GO_0031434","mitogen-activated protein kinase kinase binding","molecular_function"
"ACE",1636,"GO_0031711","bradykinin receptor binding","molecular_function"
"ACE",1636,"GO_0070573","metallodipeptidase activity","molecular_function"
"ACE",1636,"GO_1901363","heterocyclic compound binding","molecular_function"
"ADCY1",107,"GO_0016849","phosphorus-oxygen lyase activity","molecular_function"
"ADCY1",107,"GO_0046872","metal ion binding","molecular_function"
"ADCY1",107,"GO_0005524","ATP binding","molecular_function"
"ADCY1",107,"GO_0016829","lyase activity","molecular_function"
"ADCY1",107,"GO_0004016","adenylate cyclase activity","molecular_function"
"ADCY1",107,"GO_0000166","nucleotide binding","molecular_function"
"ADCY1",107,"GO_0005516","calmodulin binding","molecular_function"
"ADCY1",107,"GO_0008294","calcium- and calmodulin-responsive adenylate cyclase activity","molecular_function"
"AKT1",207,"GO_0005524","ATP binding","molecular_function"
"AKT1",207,"GO_0004674","protein serine/threonine kinase activity","molecular_function"
"AKT1",207,"GO_0004672","protein kinase activity","molecular_function"
"AKT1",207,"GO_0005515","protein binding","molecular_function"
"AKT1",207,"GO_0000166","nucleotide binding","molecular_function"
"AKT1",207,"GO_0016301","kinase activity","molecular_function"
"AKT1",207,"GO_0016740","transferase activity","molecular_function"
"AKT1",207,"GO_0042803","protein homodimerization activity","molecular_function"
"AKT1",207,"GO_0106310","protein serine kinase activity","molecular_function"
"AKT1",207,"GO_0042802","identical protein binding","molecular_function"
"AKT1",207,"GO_0005516","calmodulin binding","molecular_function"
"AKT1",207,"GO_0005547","phosphatidylinositol-3,4,5-trisphosphate binding","molecular_function"
"AKT1",207,"GO_0043325","phosphatidylinositol-3,4-bisphosphate binding","molecular_function"
"AKT1",207,"GO_0004712","protein serine/threonine/tyrosine kinase activity","molecular_function"
"AKT1",207,"GO_0019899","enzyme binding","molecular_function"
"AKT1",207,"GO_0071889","14-3-3 protein binding","molecular_function"
"AKT1",207,"GO_0030291","protein serine/threonine kinase inhibitor activity","molecular_function"
"AKT1",207,"GO_0030235","nitric-oxide synthase regulator activity","molecular_function"
"AKT1",207,"GO_0099104","potassium channel activator activity","molecular_function"
"AKT1",207,"GO_0019901","protein kinase binding","molecular_function"
"AKT2",208,"GO_0005524","ATP binding","molecular_function"
"AKT2",208,"GO_0004674","protein serine/threonine kinase activity","molecular_function"
"AKT2",208,"GO_0004672","protein kinase activity","molecular_function"
"AKT2",208,"GO_0046872","metal ion binding","molecular_function"
"AKT2",208,"GO_0000166","nucleotide binding","molecular_function"
"AKT2",208,"GO_0016301","kinase activity","molecular_function"
"AKT2",208,"GO_0016740","transferase activity","molecular_function"
"AKT2",208,"GO_0005515","protein binding","molecular_function"
"AKT2",208,"GO_0106310","protein serine kinase activity","molecular_function"
"AKT2",208,"GO_0140677","molecular function activator activity","molecular_function"
"AKT3",10000,"GO_0005524","ATP binding","molecular_function"
"AKT3",10000,"GO_0004674","protein serine/threonine kinase activity","molecular_function"
"AKT3",10000,"GO_0004672","protein kinase activity","molecular_function"
"AKT3",10000,"GO_0000166","nucleotide binding","molecular_function"
"AKT3",10000,"GO_0016301","kinase activity","molecular_function"
"AKT3",10000,"GO_0016740","transferase activity","molecular_function"
"AKT3",10000,"GO_0005515","protein binding","molecular_function"
"AKT3",10000,"GO_0106310","protein serine kinase activity","molecular_function"
"ALB",213,"GO_0046872","metal ion binding","molecular_function"
"ALB",213,"GO_0003677","DNA binding","molecular_function"
"ALB",213,"GO_0005515","protein binding","molecular_function"
"ALB",213,"GO_0008289","lipid binding","molecular_function"
"ALB",213,"GO_0042802","identical protein binding","molecular_function"
"ALB",213,"GO_0016209","antioxidant activity","molecular_function"
"ALB",213,"GO_0008270","zinc ion binding","molecular_function"
"ALB",213,"GO_0019825","oxygen binding","molecular_function"
"ALB",213,"GO_0005504","fatty acid binding","molecular_function"
"ALB",213,"GO_0005507","copper ion binding","molecular_function"
"ALB",213,"GO_0030170","pyridoxal phosphate binding","molecular_function"
"ALB",213,"GO_0051087","chaperone binding","molecular_function"
"ALB",213,"GO_0015643","toxic substance binding","molecular_function"
"ALB",213,"GO_0140272","exogenous protein binding","molecular_function"
"ALB",213,"GO_1903981","enterobactin binding","molecular_function"
"BDKRB2",624,"GO_0004930","G protein-coupled receptor activity","molecular_function"
"BDKRB2",624,"GO_0004947","bradykinin receptor activity","molecular_function"
"BDKRB2",624,"GO_0005515","protein binding","molecular_function"
"BDKRB2",624,"GO_0046982","protein heterodimerization activity","molecular_function"
"BDKRB2",624,"GO_0004435","phosphatidylinositol phospholipase C activity","molecular_function"
"BDKRB2",624,"GO_0002020","protease binding","molecular_function"
"BDKRB2",624,"GO_0031702","type 1 angiotensin receptor binding","molecular_function"
"C1QA",712,"GO_0005515","protein binding","molecular_function"
"C1QA",712,"GO_0001540","amyloid-beta binding","molecular_function"
"C1QB",713,"GO_0005515","protein binding","molecular_function"
"C1QB",713,"GO_0042802","identical protein binding","molecular_function"
"C1QC",714,"GO_0005515","protein binding","molecular_function"
"C3",718,"GO_0005515","protein binding","molecular_function"
"C3",718,"GO_0004866","endopeptidase inhibitor activity","molecular_function"
"C3",718,"GO_0005102","signaling receptor binding","molecular_function"
"C3",718,"GO_0031715","C5L2 anaphylatoxin chemotactic receptor binding","molecular_function"
"CALR",811,"GO_0005515","protein binding","molecular_function"
"CALR",811,"GO_0005509","calcium ion binding","molecular_function"
"CALR",811,"GO_0051082","unfolded protein binding","molecular_function"
"CALR",811,"GO_0046872","metal ion binding","molecular_function"
"CALR",811,"GO_0003723","RNA binding","molecular_function"
"CALR",811,"GO_0030246","carbohydrate binding","molecular_function"
"CALR",811,"GO_0003677","DNA binding","molecular_function"
"CALR",811,"GO_0031625","ubiquitin protein ligase binding","molecular_function"
"CALR",811,"GO_0051087","chaperone binding","molecular_function"
"CALR",811,"GO_0050681","nuclear androgen receptor binding","molecular_function"
"CALR",811,"GO_0008270","zinc ion binding","molecular_function"
"CALR",811,"GO_0001849","complement component C1q complex binding","molecular_function"
"CALR",811,"GO_0005178","integrin binding","molecular_function"
"CALR",811,"GO_0044183","protein folding chaperone","molecular_function"
"CALR",811,"GO_0003729","mRNA binding","molecular_function"
"CALR",811,"GO_0005506","iron ion binding","molecular_function"
"CALR",811,"GO_0042277","peptide binding","molecular_function"
"CALR",811,"GO_0042562","hormone binding","molecular_function"
"CASP8",841,"GO_0005515","protein binding","molecular_function"
"CASP8",841,"GO_0008234","cysteine-type peptidase activity","molecular_function"
"CASP8",841,"GO_0004197","cysteine-type endopeptidase activity","molecular_function"
"CASP8",841,"GO_0031625","ubiquitin protein ligase binding","molecular_function"
"CASP8",841,"GO_0016787","hydrolase activity","molecular_function"
"CASP8",841,"GO_0008233","peptidase activity","molecular_function"
"CASP8",841,"GO_0042802","identical protein binding","molecular_function"
"CASP8",841,"GO_0097153","cysteine-type endopeptidase activity involved in apoptotic process","molecular_function"
"CASP8",841,"GO_0097199","cysteine-type endopeptidase activity involved in apoptotic signaling pathway","molecular_function"
"CASP8",841,"GO_0097200","cysteine-type endopeptidase activity involved in execution phase of apoptosis","molecular_function"
"CASP8",841,"GO_0035877","death effector domain binding","molecular_function"
"CASP8",841,"GO_0097110","scaffold protein binding","molecular_function"
"CASP8",841,"GO_0005123","death receptor binding","molecular_function"
"CASP8",841,"GO_0005164","tumor necrosis factor receptor binding","molecular_function"
"CASP8",841,"GO_0044877","protein-containing complex binding","molecular_function"
"CCL2",6347,"GO_0008009","chemokine activity","molecular_function"
"CCL2",6347,"GO_0005125","cytokine activity","molecular_function"
"CCL2",6347,"GO_0005515","protein binding","molecular_function"
"CCL2",6347,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL2",6347,"GO_0005102","signaling receptor binding","molecular_function"
"CCL2",6347,"GO_0004672","protein kinase activity","molecular_function"
"CCL2",6347,"GO_0031727","CCR2 chemokine receptor binding","molecular_function"
"CCL3",6348,"GO_0008009","chemokine activity","molecular_function"
"CCL3",6348,"GO_0016301","kinase activity","molecular_function"
"CCL3",6348,"GO_0005515","protein binding","molecular_function"
"CCL3",6348,"GO_0004672","protein kinase activity","molecular_function"
"CCL3",6348,"GO_0004698","calcium-dependent protein kinase C activity","molecular_function"
"CCL3",6348,"GO_0005125","cytokine activity","molecular_function"
"CCL3",6348,"GO_0042802","identical protein binding","molecular_function"
"CCL3",6348,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL3",6348,"GO_0042056","chemoattractant activity","molecular_function"
"CCL3",6348,"GO_0031726","CCR1 chemokine receptor binding","molecular_function"
"CCL3",6348,"GO_0016004","phospholipase activator activity","molecular_function"
"CCL3",6348,"GO_0031730","CCR5 chemokine receptor binding","molecular_function"
"CCL3L1",6349,"GO_0008009","chemokine activity","molecular_function"
"CCL3L1",6349,"GO_0005515","protein binding","molecular_function"
"CCL3L1",6349,"GO_0005125","cytokine activity","molecular_function"
"CCL3L1",6349,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL3L1",414062,"GO_0008009","chemokine activity","molecular_function"
"CCL3L1",414062,"GO_0005515","protein binding","molecular_function"
"CCL3L1",414062,"GO_0005125","cytokine activity","molecular_function"
"CCL3L1",414062,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL3L3",6349,"GO_0008009","chemokine activity","molecular_function"
"CCL3L3",6349,"GO_0005515","protein binding","molecular_function"
"CCL3L3",6349,"GO_0005125","cytokine activity","molecular_function"
"CCL3L3",6349,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL3L3",414062,"GO_0008009","chemokine activity","molecular_function"
"CCL3L3",414062,"GO_0005515","protein binding","molecular_function"
"CCL3L3",414062,"GO_0005125","cytokine activity","molecular_function"
"CCL3L3",414062,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0008009","chemokine activity","molecular_function"
"CCL5",6352,"GO_0005515","protein binding","molecular_function"
"CCL5",6352,"GO_0004672","protein kinase activity","molecular_function"
"CCL5",6352,"GO_0005125","cytokine activity","molecular_function"
"CCL5",6352,"GO_0004435","phosphatidylinositol phospholipase C activity","molecular_function"
"CCL5",6352,"GO_0042802","identical protein binding","molecular_function"
"CCL5",6352,"GO_0042803","protein homodimerization activity","molecular_function"
"CCL5",6352,"GO_0048020","CCR chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0042056","chemoattractant activity","molecular_function"
"CCL5",6352,"GO_0031726","CCR1 chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0043621","protein self-association","molecular_function"
"CCL5",6352,"GO_0016004","phospholipase activator activity","molecular_function"
"CCL5",6352,"GO_0030298","receptor signaling protein tyrosine kinase activator activity","molecular_function"
"CCL5",6352,"GO_0031729","CCR4 chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0031730","CCR5 chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0042379","chemokine receptor binding","molecular_function"
"CCL5",6352,"GO_0046817","chemokine receptor antagonist activity","molecular_function"
"CD247",919,"GO_0004888","transmembrane signaling receptor activity","molecular_function"
"CD247",919,"GO_0042803","protein homodimerization activity","molecular_function"
"CD247",919,"GO_0005515","protein binding","molecular_function"
"CD247",919,"GO_0042802","identical protein binding","molecular_function"
"CD247",919,"GO_0046982","protein heterodimerization activity","molecular_function"
"CD247",919,"GO_1990782","protein tyrosine kinase binding","molecular_function"
"CD3D",915,"GO_0004888","transmembrane signaling receptor activity","molecular_function"
"CD3D",915,"GO_0005515","protein binding","molecular_function"
"CD3D",915,"GO_0042802","identical protein binding","molecular_function"
"CD3E",916,"GO_0004888","transmembrane signaling receptor activity","molecular_function"
"CD3E",916,"GO_0017124","SH3 domain binding","molecular_function"
"CD3E",916,"GO_0005515","protein binding","molecular_function"
"CD3E",916,"GO_0019901","protein kinase binding","molecular_function"
"CD3E",916,"GO_0042802","identical protein binding","molecular_function"
"CD3E",916,"GO_0030159","signaling receptor complex adaptor activity","molecular_function"
"CD3E",916,"GO_0042608","T cell receptor binding","molecular_function"
"CD3G",917,"GO_0004888","transmembrane signaling receptor activity","molecular_function"
"CD3G",917,"GO_0005515","protein binding","molecular_function"
"CD3G",917,"GO_0042802","identical protein binding","molecular_function"
"CD3G",917,"GO_0030159","signaling receptor complex adaptor activity","molecular_function"
"CD3G",917,"GO_0042608","T cell receptor binding","molecular_function"
"CFLAR",8837,"GO_0005515","protein binding","molecular_function"
"CFLAR",8837,"GO_0008234","cysteine-type peptidase activity","molecular_function"
"CFLAR",8837,"GO_0004197","cysteine-type endopeptidase activity","molecular_function"
"CFLAR",8837,"GO_0002020","protease binding","molecular_function"
"CFLAR",8837,"GO_0008047","enzyme activator activity","molecular_function"
"CFLAR",8837,"GO_0097153","cysteine-type endopeptidase activity involved in apoptotic process","molecular_function"
"CFLAR",8837,"GO_0097199","cysteine-type endopeptidase activity involved in apoptotic signaling pathway","molecular_function"
"CFLAR",8837,"GO_0097200","cysteine-type endopeptidase activity involved in execution phase of apoptosis","molecular_function"
"CFLAR",8837,"GO_0005123","death receptor binding","molecular_function"
"CFLAR",8837,"GO_0044877","protein-containing complex binding","molecular_function"
"CHUK",1147,"GO_0005524","ATP binding","molecular_function"
"CHUK",1147,"GO_0004672","protein kinase activity","molecular_function"
"CHUK",1147,"GO_0008384","IkappaB kinase activity","molecular_function"
"CHUK",1147,"GO_0000166","nucleotide binding","molecular_function"
"CHUK",1147,"GO_0004674","protein serine/threonine kinase activity","molecular_function"
"CHUK",1147,"GO_0016301","kinase activity","molecular_function"
"CHUK",1147,"GO_0016740","transferase activity","molecular_function"
"CHUK",1147,"GO_0042803","protein homodimerization activity","molecular_function"
"CHUK",1147,"GO_0005515","protein binding","molecular_function"
"CHUK",1147,"GO_0046982","protein heterodimerization activity","molecular_function"
"CHUK",1147,"GO_0097110","scaffold protein binding","molecular_function"
"CHUK",1147,"GO_1990459","transferrin receptor binding","molecular_function"
"CR1",1378,"GO_0005515","protein binding","molecular_function"
"CR1",1378,"GO_0001618","virus receptor activity","molecular_function"
"CR1",1378,"GO_0001851","complement component C3b binding","molecular_function"
"CR1",1378,"GO_0001855","complement component C4b binding","molecular_function"
"CR1",1378,"GO_0001861","complement component C4b receptor activity","molecular_function"
"CR1",1378,"GO_0004877","complement component C3b receptor activity","molecular_function"
"CR1L",1379,"GO_0005515","protein binding","molecular_function"
"CXCL8",3576,"GO_0008009","chemokine activity","molecular_function"
"CXCL8",3576,"GO_0005153","interleukin-8 receptor binding","molecular_function"
"CXCL8",3576,"GO_0005125","cytokine activity","molecular_function"
"CXCL8",3576,"GO_0005515","protein binding","molecular_function"
"CXCL8",3576,"GO_0008201","heparin binding","molecular_function"
"CXCL8",3576,"GO_0045236","CXCR chemokine receptor binding","molecular_function"
"CYBA",1535,"GO_0020037","heme binding","molecular_function"
"CYBA",1535,"GO_0005515","protein binding","molecular_function"
"CYBA",1535,"GO_0046872","metal ion binding","molecular_function"
"CYBA",1535,"GO_0016491","oxidoreductase activity","molecular_function"
"CYBA",1535,"GO_0046982","protein heterodimerization activity","molecular_function"
"CYBA",1535,"GO_0009055","electron transfer activity","molecular_function"
"CYBA",1535,"GO_0017124","SH3 domain binding","molecular_function"
"CYBA",1535,"GO_0016175","superoxide-generating NAD(P)H oxidase activity","molecular_function"
"CYBB",1536,"GO_0016491","oxidoreductase activity","molecular_function"
"CYBB",1536,"GO_0005515","protein binding","molecular_function"
"CYBB",1536,"GO_0046872","metal ion binding","molecular_function"
"CYBB",1536,"GO_0005244","voltage-gated ion channel activity","molecular_function"
"CYBB",1536,"GO_0016175","superoxide-generating NAD(P)H oxidase activity","molecular_function"
"CYBB",1536,"GO_0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","molecular_function"
"CYBB",1536,"GO_0046982","protein heterodimerization activity","molecular_function"
"CYBB",1536,"GO_0020037","heme binding","molecular_function"
"CYBB",1536,"GO_0009055","electron transfer activity","molecular_function"
"CYBB",1536,"GO_0050660","flavin adenine dinucleotide binding","molecular_function"
"CYP1A2",1544,"GO_0004497","monooxygenase activity","molecular_function"
"CYP1A2",1544,"GO_0020037","heme binding","molecular_function"
"CYP1A2",1544,"GO_0005506","iron ion binding","molecular_function"
"CYP1A2",1544,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP1A2",1544,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP1A2",1544,"GO_0046872","metal ion binding","molecular_function"
"CYP1A2",1544,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP1A2",1544,"GO_0016829","lyase activity","molecular_function"
"CYP1A2",1544,"GO_0005515","protein binding","molecular_function"
"CYP1A2",1544,"GO_0070330","aromatase activity","molecular_function"
"CYP1A2",1544,"GO_0106256","hydroperoxy icosatetraenoate dehydratase activity","molecular_function"
"CYP1A2",1544,"GO_0009055","electron transfer activity","molecular_function"
"CYP1A2",1544,"GO_0019899","enzyme binding","molecular_function"
"CYP1A2",1544,"GO_0101020","estrogen 16-alpha-hydroxylase activity","molecular_function"
"CYP1A2",1544,"GO_0101021","estrogen 2-hydroxylase activity","molecular_function"
"CYP1A2",1544,"GO_0032451","demethylase activity","molecular_function"
"CYP1A2",1544,"GO_0034875","caffeine oxidase activity","molecular_function"
"CYP2B6",1555,"GO_0004497","monooxygenase activity","molecular_function"
"CYP2B6",1555,"GO_0020037","heme binding","molecular_function"
"CYP2B6",1555,"GO_0005506","iron ion binding","molecular_function"
"CYP2B6",1555,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP2B6",1555,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP2B6",1555,"GO_0046872","metal ion binding","molecular_function"
"CYP2B6",1555,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP2B6",1555,"GO_0008392","arachidonic acid epoxygenase activity","molecular_function"
"CYP2B6",1555,"GO_0008395","steroid hydroxylase activity","molecular_function"
"CYP2B6",1555,"GO_0101021","estrogen 2-hydroxylase activity","molecular_function"
"CYP2B6",1555,"GO_0062187","anandamide 8,9 epoxidase activity","molecular_function"
"CYP2B6",1555,"GO_0062188","anandamide 11,12 epoxidase activity","molecular_function"
"CYP2B6",1555,"GO_0062189","anandamide 14,15 epoxidase activity","molecular_function"
"CYP2B6",1555,"GO_0008390","testosterone 16-alpha-hydroxylase activity","molecular_function"
"CYP2B6",1555,"GO_0062184","testosterone 16-beta-hydroxylase activity","molecular_function"
"CYP2C19",1557,"GO_0004497","monooxygenase activity","molecular_function"
"CYP2C19",1557,"GO_0020037","heme binding","molecular_function"
"CYP2C19",1557,"GO_0005506","iron ion binding","molecular_function"
"CYP2C19",1557,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP2C19",1557,"GO_0046872","metal ion binding","molecular_function"
"CYP2C19",1557,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP2C19",1557,"GO_0008392","arachidonic acid epoxygenase activity","molecular_function"
"CYP2C19",1557,"GO_0008395","steroid hydroxylase activity","molecular_function"
"CYP2C19",1557,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP2C19",1557,"GO_0070330","aromatase activity","molecular_function"
"CYP2C19",1557,"GO_0019899","enzyme binding","molecular_function"
"CYP2C19",1557,"GO_0019825","oxygen binding","molecular_function"
"CYP2C19",1557,"GO_0120319","long-chain fatty acid omega-1 hydroxylase activity","molecular_function"
"CYP2C19",1557,"GO_0018675","(S)-limonene 6-monooxygenase activity","molecular_function"
"CYP2C19",1557,"GO_0018676","(S)-limonene 7-monooxygenase activity","molecular_function"
"CYP2C19",1557,"GO_0052741","(R)-limonene 6-monooxygenase activity","molecular_function"
"CYP2D6",1565,"GO_0046872","metal ion binding","molecular_function"
"CYP2D6",1565,"GO_0004497","monooxygenase activity","molecular_function"
"CYP2D6",1565,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP2D6",1565,"GO_0005506","iron ion binding","molecular_function"
"CYP2D6",1565,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP2D6",1565,"GO_0020037","heme binding","molecular_function"
"CYP2D6",1565,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP2D6",1565,"GO_0070330","aromatase activity","molecular_function"
"CYP2D6",1565,"GO_0008395","steroid hydroxylase activity","molecular_function"
"CYP2D6",1565,"GO_0062187","anandamide 8,9 epoxidase activity","molecular_function"
"CYP2D6",1565,"GO_0062188","anandamide 11,12 epoxidase activity","molecular_function"
"CYP2D6",1565,"GO_0062189","anandamide 14,15 epoxidase activity","molecular_function"
"CYP3A4",1576,"GO_0004497","monooxygenase activity","molecular_function"
"CYP3A4",1576,"GO_0020037","heme binding","molecular_function"
"CYP3A4",1576,"GO_0005506","iron ion binding","molecular_function"
"CYP3A4",1576,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP3A4",1576,"GO_0046872","metal ion binding","molecular_function"
"CYP3A4",1576,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP3A4",1576,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP3A4",1576,"GO_0005515","protein binding","molecular_function"
"CYP3A4",1576,"GO_0008395","steroid hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0070330","aromatase activity","molecular_function"
"CYP3A4",1576,"GO_0019899","enzyme binding","molecular_function"
"CYP3A4",1576,"GO_0008401","retinoic acid 4-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0019825","oxygen binding","molecular_function"
"CYP3A4",1576,"GO_0070576","vitamin D 24-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0101020","estrogen 16-alpha-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0101021","estrogen 2-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0034875","caffeine oxidase activity","molecular_function"
"CYP3A4",1576,"GO_0005496","steroid binding","molecular_function"
"CYP3A4",1576,"GO_0030343","vitamin D3 25-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0050591","quinine 3-monooxygenase activity","molecular_function"
"CYP3A4",1576,"GO_0050649","testosterone 6-beta-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0062181","1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity","molecular_function"
"CYP3A4",1576,"GO_0062187","anandamide 8,9 epoxidase activity","molecular_function"
"CYP3A4",1576,"GO_0062188","anandamide 11,12 epoxidase activity","molecular_function"
"CYP3A4",1576,"GO_0062189","anandamide 14,15 epoxidase activity","molecular_function"
"CYP3A4",1576,"GO_0102320","1,8-cineole 2-exo-monooxygenase activity","molecular_function"
"CYP3A5",1577,"GO_0004497","monooxygenase activity","molecular_function"
"CYP3A5",1577,"GO_0020037","heme binding","molecular_function"
"CYP3A5",1577,"GO_0005506","iron ion binding","molecular_function"
"CYP3A5",1577,"GO_0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function"
"CYP3A5",1577,"GO_0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","molecular_function"
"CYP3A5",1577,"GO_0046872","metal ion binding","molecular_function"
"CYP3A5",1577,"GO_0016491","oxidoreductase activity","molecular_function"
"CYP3A5",1577,"GO_0005515","protein binding","molecular_function"
"CYP3A5",1577,"GO_0008395","steroid hydroxylase activity","molecular_function"
"CYP3A5",1577,"GO_0070330","aromatase activity","molecular_function"
"CYP3A5",1577,"GO_0008401","retinoic acid 4-hydroxylase activity","molecular_function"
